FILER_ID,FILER_NAME
29317,Kevin J. Quaranta
29318,Lucy  Billings
29319,Orazio R Bellantoni
2932,Committee To Re-Elect Eileen Rakower
29320,Roland  Rogers
29321,Henry J. Nowak
29322,Nick  Comaianni
29323,Donna Marie Caltabiano
29324,Vanessa L Gibson
29325,Charles  Wood
29326,Marcos A Crespo
29327,James W. Hubert
29328,Rick  Lazio
29329,David  Steinberg
2933,Charles Barron 2005
29331,Leopold L Paul
29332,Barry D. Kramer
29333,Francesca  Connolly
29334,George J. Silver
29335,Hon. Rachel  Kretser
29336,Robert A. Bruno
29337,Shirley  Troutman
29338,Lourdes M. Ventura
29339,Paul  Gagliardotto
2934,Friends Of Charles B. Billups
29340,Farouk  Samaroo
29341,Sandra B. Edlitz
29342,Brian S. Stewart
29343,Michael G Miller
29344,Regina Marie Calcaterra
29345,Ann  Crowell
29346,Craig William Berndt
29347,Lee M Zeldin
29348,Aneiry  Batista
29349,Andrew Christopher Russo
2935,Friends Of Liam Mclaughlin
29350,Manny  De Los Santos
29351,Pedro  Espada
29352,Jennifer  Whalen
29353,Eric R. Dinallo
29354,Richard Blair Meyer
29355,Charles E Stewart
29356,James  Sanders Jr
29357,Marc S Alessi
29358,Deborah A. Kaplan
29359,Matthew F Cooper
2936,Friends Of Wayne Ballard
29360,"Walter W. Hafner, Jr."
29361,David  Goodsell
29362,Delarguy  Fleuriot
29363,Sharon A.M. Aarons
29364,John P. Coffey
29365,Lilianna  Zulunova
29366,Thomas D. Raffaele
29367,Jessica  Crawford
29368,Mark  Levine
29369,Hector R Ramirez
2937,Van Buren Womens Republican Club
29370,Sallie O. Elkordy
29371,Kevin Peter Coenen Jr.
29372,Robert  Friedrich
29373,Robert  Calarco
29374,Thomas F. O'Hara
29375,Sean E. Cooney
29376,Jane  Fahey-Suddaby
29377,Timothy M Kennedy
29378,Michael  Kuzma
29379,La Marr J. Jackson
2938,Committee To Re-Elect Judge Straniere
29380,Michael  Cohen
29381,David I Weprin
29381,David I Weprin
29382,Alison L Greene
29383,Lawrence H Ecker
29384,Hiram  Monserrate
29385,Lauren E. Thoden
29386,Anthony  Miranda
29387,Eric Ricky Marsh
29388,David John Kimmel
29389,Shawn  Tabankin
2939,Preserve Ramapo
29390,Danny Joseph Liedka
29391,Stephen M. Katz
29392,Robert J Castelli
29393,Dean  Murray
29394,"Joseph S. Dujmic, Jr."
29395,Peter  Harckham
29396,Michael A Montesano
29397,Michael A Rendino
29398,Warren  Redlich
29399,Harry  Wilson
294,Team Suffern 2018
2940,Friends Of John Rosenzweig
29400,Elio  Forcina
29401,Okenfe  Lebarty
29402,Ariel M Ferreira
29403,Nicholas J. Bianco
29404,Aravella  Simotas
29405,Jeffrey W. Toback
29406,Manny  Velazquez
29407,Evette  Zayas
29408,Paul Robert Niehaus
29409,Alfred C Graf
2941,Friends Of Mary Valerio
29410,Bryan  Pu-Folkes
29411,Sergio  Villaverde
29412,Rosa  Clemente
29413,James  Whalen
29414,Rickey Allen Leidenfrost-Wilson
29415,Deborah A. Chimes
29416,Jason Todd Stokes
29417,Sam  Roberts
29418,Desiree  Hunter
29419,Timothy L. Carney
2942,Oswego County Democratic Committee
29420,Aleksander  Powietrzynski
29421,Tony  Avella
29422,Harry  Davis
29423,Bob K Cohen
29424,Paul B Wojtaszek
29425,Doug  Biviano
29426,Stephen Edward Dodge
29427,Mike  Disanto
29428,Helen  Sears
29429,Mike  Ramondelli
2943,Friends Of Leroy Comrie
29430,M. Myers Mermel
29431,Steven Anthony Behar
29432,Igor  Oberman
29433,Carl  Paladino
29434,Donald  Miller
29435,Luke  Martland
29436,Linda  Christopher
29437,Kristin  Davis
29438,Jack M. Martins
29439,Dr Ayo  Johnson
2944,Friends Of Gerald Wright
29440,Edgardo R. Marrero
29441,Eric A. Ulrich
29442,Clyde  Vanel
29442,Clyde  Vanel
29443,Catherine  Nugent-Panepinto
29444,Susan  Rodriguez
29445,George A. Mathewson
29446,Michael Lawrence Amodeo
29447,Craig A. Hayner
29448,Alicia  Figueras
29449,Brendan J. Tully
2945,Bruner Election Committee (B.E.C.)
29450,Deborah Michelle Busch
29451,Diane  Dewitt Barrett
29452,Brad M. Rybczynski
29453,Rick Owen Bargabos
29454,Thomas J. Devaney
29455,Joseph L Fox
29456,Patricia A Ritchie
29457,Colleen D Duffy
29458,Luis R Sepulveda
29459,Jan D. Johnson
2946,Espada 2000
29460,Brandon  Hall
29461,Edward C Braunstein
29462,Saliann  Scarpulla
29463,Julissa A. Gomez
29464,Kevin  Smardz
29465,Jack F. Quinn
29466,Michael Dovid Sais
29467,John A. Messer
29468,Lynn  Nunes
29469,Gregory  Johnson
2947,Friends Of Judge Ogden
29470,Claudio  Demeo
29471,Dawn Allison Sweet
29472,Anthony  Kowalski
29473,Ellen F. Gesmer
29474,Richard D Allen
29475,Ethan D. Irwin
29476,Gerry  Klein
29477,Matthew  Silverstein
29478,David W Forsythe
29479,Claudia  Tenney
2948,Friends Of Senator Libous Committee (2002)
29480,Malik D. Evans
29481,Betty  Calvo-Torres
29482,Gabriela  Rosa
29483,I. David Zelman
29484,Peter E. Cipriano
29485,Bill  Samuels
29486,"Robert Anthony Germino, Jr."
29487,Isaac  Sasson
29488,Daniel Arthur Padernacht
29489,David  Zimmerman
2949,Friends Of Bonnie Kraham
29490,Christopher  Legree
29491,Elizabeth  Holtzman
29492,Kenneth  Blankenbush
29493,George E. Joseph
29494,Mary Beth  Murphy
29495,Joanne Dittes Yepsen
29496,Michael F. Donnelly
29497,J. Gustavo Rivera
29497,J Gustavo Rivera
29498,Robert J Rodriguez
29499,Patricia  Maxwell
295,Theo Chino For New York City Public Advocate 2019 Tcfnycpa 2019
2950,Committee To Elect Jereline Hunter
29500,Maria  Pavelock
29501,Mark  Pollard
29502,Analisa  Torres
29503,Laquan  Word
29504,Kathleen M. Rice
29505,David  Carlucci
29506,Alyssa Brooke Kogon
29507,Carol A. Gresser
29508,Richard  Lasalle
29509,Miosotis  Munoz
2951,Continue The Tradition
29510,Liam J. Mclaughlin
29511,Alvin  Johnson
29512,Basil A Smikle
29513,Ken  Mangan
29514,Robert E Antonacci Ii
29515,Pamela  Mackesey
29516,"Frank V. Vernuccio, Jr."
29517,Robin  Reynolds Wilt
29518,Christopher M. Barons
29519,James  Maisano
2952,New York State Rifle and Pistol Assoc Political Victory Fund Nysrpa-Pvf
29520,Nicole  Malliotakis
29521,Susan E Savage
29522,Mary K. Wilmot
29523,Mark C. Rodgers
29524,Mark  Rodriguez
29525,Giovanni A Mata
29526,Edward  O'Shea
29527,Gregory James Lundahl
29528,Jason Donald Jordan
29529,Harley E. Doles Iii
2953,Friends Of Bryan J. Block
29530,Andi Weiss Bartczak
29531,Gregory  Edwards
29532,Rafael  Figuereo
29533,Mimi Pierre Johnson
29534,Fernando P. Tirado
29535,Grant  Valentine
29536,Kenneth R. Kraus
29537,Brian S. Mcgrath
29538,George Samuel Sava
29539,Anna  Sterne
2954,Friends Of Judge Ling-Cohan
29540,Rudy D. Johnson
29541,Yma B Rodriguez
29542,Robert Louis Domenici
29543,David L. Mejias
29544,Cynthia M. Appleton
29545,Michael W Chan
29546,David A. Sager
29547,Samuel L. Rivers
29548,George  Nieviarovski
29549,John August Gaetani
2955,Friends For Shaw
29550,Anna  Lewis
29551,Marcy S. Gross
29552,Angelo L. Santabarbara
29553,Costa G. Constantinides
29554,Robert J. Duffy
29555,Steven R. Kula
29556,Andrew  Goodell
29557,Victoria E. Alzapiedi
29558,Shawn E. Skeele
29559,Joseph  Mclaughlin
2956,Committee To Elect Sharon M. Boisen For Essex Town Supervisor
29560,John W. Sharon
29561,Francesca  Carlow
29562,Peter Eric Rooney
29563,John G. Accardo
29564,Rick  Guy
29565,John Kevin  Wilson
29566,Michael J Carey
29567,Patrick M. Gallivan
29568,Mark  Scuderi
29569,Deborah J. Mckee
2957,Friends Of David Beals
29570,Rory  Allen
29571,Amy S. Young
29572,Maryanne  Donnelly
29573,Edward P Ra
29574,Arthur  Garrison
29575,Bill  Reed
29576,Harold  Paez
29577,Charles  Barron
29578,Philip A. Palmesano
29579,Leon Paul Hart
2958,Friends Of Kurt Ackerman
29580,Kevin  Stocker
29581,Brian Robert Biggie
29582,John P. Orzel
29583,John F Duane
29584,"Thomas M. Roach, Jr."
29585,Sylvia G. Ash
29586,Joshua  Wanderer
29587,Eva M. Doyle
29588,Ramon  Jimenez
29589,Rafael  Dominguez
2959,Friends Of Tom Powers
29590,"Carlos  Ramos, Jr."
29591,Rene  Atayan
29592,Dermond Edwin Thomas
29593,Rosaline  Nieves
29594,Daniel M. Kozub
29595,"Jerome Patrick Tina, Jr."
29596,Jim W. Borkowski
29597,Paul N. Marcellus
29598,Brian F Curran
29599,Thomas Alexander Reynolds
296,Committee To Elect Don Braim
2960,28th Assembly District Republican Committee
29600,Randolph J. Weaver
29601,John D Ceretto
29602,Kathleen  Joy
29603,Selma  Olchin
29604,Daniel R Palmieri
29605,Mark Anthony Little
29606,Joseph  Hayon
29607,John  Reynolds
29608,Mark A. Montour
29609,Christopher S. Friend
2961,Friends Of Anthony Masiello
29610,Patrick  Nicolosi
29611,Gerard F. Parisi
29612,John E. Capobianco
29613,Debra K. Bender
29614,Marion L. Bell
29615,Patrick R. Mandia
29616,Richard  Blumenthal
29617,Amy Hope  Witryol
29618,Jodi A Mosiello
29619,Mark  Jaffe
2962,Kent Republican Committee
29620,Janice A Sweet
29621,Christopher  Dempsey
29622,Brett A Robinson
29623,Mohsen  Elsayed
29624,Richard S Macellaro
29625,Daniel  Losquadro
29626,Stephen J Lynch
29627,Eric T. Schneiderman
29628,Robert  Diamond
29629,Susan  Tooker
2963,Committee To Re-Elect William J. Sanders
29630,Gregory M Vinal
29631,Myrna K. Kemnitz
29632,Travis C Lecceadone
29633,Andrew J Gruszka
29634,David R Nachbar
29635,Thomas J Bock
29636,Maeghan H Lollo
29637,Mark  Escoffery-Bey
29638,Guillermo  Linares
29639,Jon  Girodes
2964,Committee To Elect Tim Greenan
29640,Hiram  Monserrate
29640,Hiram  Monserrate
29641,Beth A Schiffman
29642,Herbert  Moreira-Brown
29643,Inez D Brown
29644,Michael P Barone
29645,Adriano  Espaillat
29647,Samuel  Benoit
29648,Timothy S Furey
29649,Rose  Laney
2965,Hotel Employees Restaurant Employees IntL Union Tip Educat L Fund
29650,Allan E Romaguera
29651,Jeffrey  Lodge
29652,Brian W Kelly
29653,Joseph E Tiraco
29654,Joseph A Nardiello
29655,Avrahom  Rosenberg
29656,Joseph A Mendola
29657,Donal  Yarbrough
29658,Raphael M Klapper
29659,Michael E Waters
2966,Friends Of Tony Sayegh
29660,John E Mccarthy
29661,William  Buran
29662,Alfred  Caccamo
29663,Jacqueline  Haro
29664,Henry  Lallave
29665,"John A Jasilli, Jr."
29666,Byron  Orozco
29667,Robert A Marshall
29668,Garnsey Lee  Alston
29669,Francis J Voyticky
2967,Iannece For City Council 09
29670,Robert  Maresca
29671,Dexter  Davis
29672,Tanya  Carmichael
29673,Robert  Marrero
29674,Deborah  Benbow
29675,Joseph  Deluna
29676,Robert  Goodman
29677,Patrick  Mcmanus
29678,"Arturo  Santiago, Jr."
29679,Rene  Santos
2968,New Republicans Of Aurora
29680,Dov  Hiking
29681,Brian T Doherty
29682,Michael J. Mccormick
29683,James P. Domagalski
29684,Thomas A Morr
29685,Dena  Winokur
29686,Frank  Sparaco
29687,Van Henri White
29688,Scott David Diamond
29689,Kevin C Gorman
2969,Friends Of Richard Allen
29690,Jack F Prophet
29691,Van P White
29692,Derek Leroy Partee
29693,Cheryl Ann Green
29694,Jennifer J Maertz
29695,Emelia Sandra Harris
29696,John E. Brooks
29697,Howard B. Cohen
29698,Rafael  Dominguez
29699,Clark J. Gebman
297,Friends Of Judge Christopher Quinn
2970,Hispanic - Latino Pac
29700,John  Nemjo
29701,Steven  Cohn
29702,Carl  Lundgren
29703,Walter G. Nestler
29704,Daniel  Zuger
29705,Ann J. Roos
29706,Robert H Spergel
29707,William A Devore
29708,Dave A. Narby
29709,Ira  Bernstein
2971,Friends Of Webster
29710,Edgar G. Walker
29711,Jeffrey K. Oing
29712,Karen M Burke
29713,Manuel J Mendez
29714,Gloria  Matera
29715,Tanya  Gendelman
29716,Danny  Panzella
29717,James Alexander  Burke
29718,William A De Vore
29719,Sondra K Pardes
2972,Committee To Elect Keith Rieber
29720,W. Gerard  Asher
29721,Norman  Janowitz
29722,Dean  Murray
29723,Stephen J Lynch
29724,Michael R. Benedetto
29725,Rick A. Lazio
29726,George  Janis
29727,Everly D. Brown
29728,Thomas V Ognibene
29729,Jodi A Mosiello
2973,Friends Of Betsy Barros
29730,James P Domagalski
29731,Giovanni P Silvagni
29732,Elon  Harpaz
29733,Amy S Young
29734,Robert  Pumarejo
29735,Arthur  Cheliotes
29736,John Gerard Stone
29737,Ed  Chen
29738,Thomas E. Moran
29739,Robert J. Chauvin
2974,Friends Of James E. Davis
29740,Gerard  Neri
29741,Jesus  Gonzalez
29742,Paul I. Marx
29743,Deidra  Towns
29744,Carrie  Woerner
29745,Colin J. Schmitt
29746,Etienne David Adorno
29747,Robert  Dibella
29748,Raymond J. Elliott Iii
29749,Marlene  Budd
2975,Committee To Elect Pauline Cummings
29750,"Rafael L Espinal, Jr."
29751,Terry  Gipson
29752,Christopher G. Quinn
29753,Erin  Gall
29754,John M. Silvestri
29755,Anthony J Brindisi
29756,Justin  Wax Jacobs
29757,Margaret T. Walsh
29758,Heather  Bachman
29759,Heather  Bachman
2976,Steve Adams For Nys Assembly - 1998
29760,Michael A Simanowitz
29761,Linda M. Campbell
29762,Jonathan D. Nichols
29763,Patrick  Macrae
29764,Thomas A. Breslin
29765,Jane E. Deacy
29766,Kieran Michael  Lalor
29767,Brian M. Maher
29768,Dean Leslie Gordon
29769,James P. Mcclusky
2977,Schoonmaker For Supreme Court
29770,Guy  Roemer
29771,Michael F. Young
29772,Marco  Desena
29773,Phillip  Goldfeder
29774,"Thomas Charles Buckel, Jr."
29775,Gary F. Stiglmeier
29776,Charles C. Merrell
29777,Vivian R Carter
29778,Dan  Quart
29779,Paul  Neihaus
2978,Committee To Elect Peggy Bernheim
29780,Sean M Ryan
29781,Sean P Kipp
29782,Gregory William Horn
29783,Edward P. Borrelli
29784,Helene  Gugerty
29785,Prescott  Klosner
29786,Hope S. Zimmerman
29787,Dan  Quart
29788,Samuel  Rieff
29789,Rhonda Erin Fischer
2979,Committee To Elect Judge Brotmann
29790,Kathy J King
29791,David J. Magnarelli
29792,John B. Riordan
29793,Shlomo S. Hagler
29794,Justin R Wagner
29795,Claudia  Tenney
29796,Craig R. Bucki
29797,Kafahni  Nkrumah
29798,Joseph H. Lorintz
29799,Catherine  Cholakis
298,Bruno For Brooklyn
2980,Friends Of Lance Denno
29800,Johnny L. Baynes
29801,Pam B. Jackman Brown
29802,Raymond W Walter
29803,Carl J. Landicino
29804,Stacy  Bennett
29805,Joseph C Pastoressa
29806,John Bernard Collins
29807,Kate D. Christoforatos
29808,Jerome C. Murphy
29809,Gabriel  Tapalaga
2981,Friends Of Judge Gerber
29810,Shelley  Mayer
29811,Andrew S. Gounardes
29812,Margaret C. Reilly
29813,Lizette  Colon
29814,Jeffrey S. Friedman
29815,Ryan E Cronin
29816,Christopher  Banks
29817,Francis Joseph Vitollo
29818,Bruce A Petit0
29819,John  Mancuso
2982,Caimano For Treasurer
29820,Carmen E Arroyo
29821,Dario S. Gristina
29822,Wilfredo  Larancuent
29823,Dodge  Landesman
29824,Maria G Rosa
29825,David  Buchwald
29826,David  Storobin
29827,John  Forman
29828,John T. Ellis
29829,Donnamarie  Nolan
2983,Michele Pirro Bailey For Family Court 2007
29830,Thomas D Buchanan
29831,Gary  Carsel
29832,Christine M. Clark
29833,Anthony T. Jones
29834,Jeffrey D. Wait
29835,Didi  Barrett
29836,Nathan  Bradley
29837,Michael P Kearns
29838,K. Wolfgang Lawton
29839,Dion  Turner
2984,Barbara Johnson Democratic Club
29840,"Joseph S. Dujmic, Jr."
29841,Richard  Wager
29842,L. Joy Williams
29843,Olanike T. Alabi
29844,"George A Amedore, Jr."
29845,Diane  Didonato-Roth
298451,Alma M Hartnett
298452,Dominic  Gullow
298453,Joseph A. Liotta
298454,David  M  Brockway
298455,Mark T. Nardella
298456,Candace J Mchugh
298457,Robert K Hoag
298458,Brenda L Denk
298459,Julie  M Farr
29846,Rodneyse  Bichotte
298460,William C Cox
298461,Cary  J Eldridge
298462,Sandra K Martin
298463,John  Duchessi
298464,Ron G Harting
298465,Jack  Cerar
298466,Erica  Hayes
298467,James G. Petropoulos
298468,Adam  Brown
298469,Committee to Elect Adam Brown
29847,Mark W. Blanchfield
298470,Gary M Hupman
298471,David   Johnson
298472,James  W Morrow
298473,Fredric  Stapleton
298474,Erin L Humphrey
298475,Cleon  W Easton
298476,Julia E Gosier
298477,James W Galatio
298478,Edward A. Zebulske III
298479,Glenford Leamon Rose
29848,Joseph R. Concannon
298480,Liane  O'brien
298481,Michael F. Roy
298482,Joshua S Narburgh
298483,Jessica  J Hart
298484,David  A Mccrea
298485,Monica L Ljiljanich
298486,Peter C Payne
298487,Michelle  Fassett
298488,Paul E Tryon
298489,David J Fish
29849,"Walter T. Mosley, Iii"
298490,Chad T Brade
298491,Amplify Her
298492,Jacob A. Tuckfelt
298493,Bruce  Henderson
298494,Friends of Jake Tuckfelt
298495,Kyle  W Calabrese
298496,Kevin M Burke
298497,Lawrence A Anderson
298498,Raymond J Ashton
298499,Janet  L Koch
2985,Friends Of Symra Brandon
29850,Monica M. Arias Miranda
298500,Andrew J Pascarella
298501,Robin L Slocum
298502,Mackenzie  Stutzman
298503,Committee to Elect Mac Stutzman
298504,Donna   Gilson
298505,Gregory L Smith
298506,Matthew J Porter
298507,Stuart  L. Blodgett
298508,Gordon  Carroll
298509,Mason C Chase
29851,Karen M. Bisso
298510,Re-elect Judge Tripi for Family Court
298511,Stephen J Schmitt
298512,Christie L Miller
298513,William R Beck
298514,Terry  Winslow
298515,Friends of Terry Winslow
298516,Raymond W Tourt
298517,Womens Republican Club of Otsego County
298518,Lee W Wohlhueter
298519,Michael R Schneider
29852,J. Scott  Odorisi
298520,Ariel  B. Lasher
298521,Bonnie L Nelson
298522,Stephen  Pelon
298523,Gregory B Lake
298524,Mark D Perry
298525,Kern  Yerdon
298526,Willie  Cotton
298527,Venice A Ervin
298528,Gerald R Norris
298529,Michael F Olin
29853,David  Byrne
298530,Keith G Tidball
298531,Cammie J Wyckoff
298532,Stephen J Crane
298533,Tammy Lynn Dilfer
298534,Todd G Smith
298535,Walter G Adamson
298536,Shannon L Armstrong
298537,Kelly A. Vacco
298538,Rochester Westside Democrats
298539,Thomas L. Henry
29854,Sean Edward Gleason
298540,Bonnie J Proven
298541,Javier  Ortiz
298542,Javier Ortiz for Civil Court
298543,People for Timothy Rudd
298544,Lysander for Moore
298545,Committee to Re-Elect Judge Paul Morgan
298546,Kyle F Brimm
298547,Samuel  Bifulco
298548,Renee J Stano
298549,Team Bifulco
29855,Paul D. Saryian
298550,Greg A Townsend
298551,Seana L. Sartori
298552,Rebecca L. Greene
298553,Ronald  D Ploetz
298554,Friends of Seana Sartori
298555,Vikram Singh Vilkhu
298556,Jackson for Senate 2024
298557,Friends of Vik Vilkhu
298558,Friends of Robert Cantelmo
298559,E. Douglas  King
29856,John N. Scandalios
298560,Angela  A Stamm Phillips
298561,Patrick   Murphy
298562,Brian  Keenan
298563,Penny   Delfavero
298564,Thomas  J  Hart
298565,Ralph H Arrandale
298566,Linda   Smith Spencer
298567,Elizabeth  Weatherby
298568,Melanie A Quinn
298569,Daniel  L Palmer
29857,Gary D. Linton
298570,Donna  J Gilfus
298571,Jonathan  Ladd Yost
298572,Mark A  Mesceda
298573,Shari K Miller
298574,Joseph  Mckay
298575,Ronald W Henderson
298576,Mike   Ortiz
298577,Valeria A Colt
298578,Callie  Perry
298579,Steven R Mudge
29858,Joseph C. Borelli
298580,Jeffrey A Bennett
298581,Luann M King
298582,Harold  E Spengler
298583,Paul R. Kaminsky
298584,Friends of Pat Hahn
298585,Michael K Bensley
298586,Richard D Novik
298587,Monique Julia Holaman
298588,Committee to Elect Monique Holaman
298589,Jesse P. Dwyer
29859,"Daniel  Figueroa, Iii"
298590,Dwyer for Warwick Town Supervisor
298591,Clyde E.  Lederman
298592,Akshey  Mulpuri
298593,Ithaca Students Alliance
298594,Brenda  L Tillotson
298595,Marie  L Cronin
298596,Karen  Dowen
298597,David A Mackey
298598,Friends of Jason DiPonzio
298599,John W. Wheatley
2986,Friends To Elect Ken Schmitt
29860,Bridget  Fleming
298600,Axel  Ebermann
298601,Friends of Axel Ebermann
298602,Matthew J. Greenberg
298603,Greenberg for Clerk
298604,Babatunde  Akowe
298605,Committee to Elect Babatunde Akowe
298606,Margaret  Ploener
298607,Maggie Ploener for Legislature
298608,Nathaniel V. Salzman
298609,Friends of Nate Salzman
29861,Marc  Rider
298610,Bradford M. Shimp
298611,Christopher P. Smith
298612,Gary J Holcomb
298613,Jason  Johnson
298614,Michael E Gaylord
298615,Rosamaria  Abbate
298616,Stephen S Flagler
298617,Barry A Smith
298618,AIA New York Political Action Fund
298619,Michael H. Kooshoian
29862,Steven  Otis
298620,Friends of Mike Kooshoian
298621,Friends of Matt Nelligan
298622,Margaret D. Fountain-Coleman
298623,Friends of Margaret Fountain-Coleman
298624,Linda  Wilson
298625,Committee to Elect Linda Wilson
298626,Gregory  Simpson
298627,People for Yadira
298628,Friends of Lyle Frank 2023
298629,Ian  Rennie
29863,James G Skoufis
298630,Friends of Ian Rennie
298631,Friends of Judge Doherty
298632,Turquoise  Haskin
298633,Turquoise for Judge
298634,Mary E Curcio
298635,Vanessa  H Irwin
298636,Andrew  J Russell
298637,Jason M Lesko
298638,Brenda S Mallaber
298639,Marisa J Tutay
29864,Bilal  Malik
298640,Amder  Heims
298641,James  Castrucci
298642,Shatika  Parker
298643,Friends of Shatika Parker
298644,John M Meekins
298645,Michael  Simon
298646,Friends of Mike Simon
298647,Committee to Elect Stephanie Viscelli For City Court Judge
298648,Norma Jean  Jennings
298649,Committee to Elect Norma Jennings
29865,Kevin O. Frazier
298650,Oscar Lee Brewer
298651,Brewer For The People
298652,Shannon Filbert For Family Court
298653,Committee to Re-Elect Judge Renzi
298654,Bianca for District Leader
298655,Thomas J Callahan
298656,Scott J  Whittaker
298657,Darrin E Smith
29866,Stephen  Katz
29867,Sandra  Sciortino
29868,Martine  Guerrier
29869,Charles M. Swanick
2987,Elect John Morabito Sheriff
29870,Tremaine  Wright
29871,Cecilia  Tkaczyk
29872,Kathleen A Marchione
29873,Samuel T. Pirozzolo
29874,Amy M. Tresidder
29875,Roy  Antoine
29876,George  Latimer
29877,Marc  Rider
29878,Phillip G. Steck
29879,Neil A. Dicarlo
2988,Relihan For Supreme Court Committee
29880,Joseph M Sise
29881,Thomas E. Dolan
29882,Christopher T. Higgins
29883,Thomas P. Dimezza
29884,Bryan M. Clenahan
29885,Daniel G. Stec
29886,Barrett  Esworthy
29887,Kyle P. Roddey
29888,Robert E. Cornegy Jr.
29889,Gary W Carsel
2989,Realtors Political Action Committee
29890,Thomas L. Quackenbush
29891,"Cristobal F. Stewart, Jr."
29892,Kevin T Stocker
29893,Timothy D. Nichols
29894,Terry  Hinds
29895,Mark  Gjonaj
29896,Stephan L. Krakower
29897,Edward F. Skoda
29898,Christopher J. Durosinmi
29899,Manuel R. Tavarez
299,Volkmann For Sheriff
2990,Chase Manhattan Corp Pac (Chasepac)
29900,"James  Sanders, Jr."
29901,Patricia A. Fahy
29902,Joe  Landry
29903,Margarita  Perez
29904,Marc C. Panepinto
29905,Robert M. Restaino
29906,Jerry M. Iannece
29907,Ben  Akselrod
29908,Anthony A. Mascolo
29909,Milagros  Vicente
2991,48th Ad Fund
29910,Nily D Rozic
29911,Noreen  Calderin
29912,Carolyn  Mclaughlin
29913,John T. Mcdonald
29913,"John T Mcdonald, Iii"
29914,Eric A. Ulrich
29915,Kevin C. Brady
29916,Aurelio A. Arcabascio
29917,"Theodore J. Danz,Jr."
29918,Shawn M. Morse
29919,Christopher  Lane
2992,Queens County Builders & Contractors Ass. - Pac (Qcbca)
29920,Maximino  Rivera
29921,Lisa  Grey
29922,Jason A. Otano
29923,Andrew I Falk
29924,Michael K. Zumbluskas
29925,Juan D. Reyes Iii
29926,Anil C. Singh
29927,David P. Mariacher
29928,Myungsuk  Lee
29929,Paul F. Curran
2993,Friends Of Keith Hammond
29930,Louis  Imbroto
29931,Bill  Nojay
29932,Carl  Caller
29933,"William J. Mccarthy, Jr."
29934,Christina M. Abt
29935,Dallas Kirk Trombley
29936,Juan C. Rodriquez
29937,Elaine  Jackson
29938,Rudy  Mueller
29939,Sunny  Hahn
2994,Committee To Elect Charles Burkwit
29940,Abraham  Tischler
29941,Levi  Spires
29942,Howard D. Leib
29943,Frank J. Commisso Jr.
29944,Michaelle C. Solages
29945,Sean  Wright
29946,Joseph  Chilelli
29947,Philip N. Gim
29948,Michael L. Amodeo
29949,Brad M Hoylman
29949,Brad M Hoylman
2995,TomS Team
29950,Abraham M. Fuchs
29951,Wave Fay Chan
29952,Mitchell  Tischler
29953,Manuel  Troche
29954,Ron  Kim
29955,Gary  Port
29956,Betty Jean  Grant
29957,Johnny G Destino
29958,Hank C. Yeh
29959,Julia  Haich
2996,Friends Of Theresa Kiernan
29960,Sean T. Hanna
29961,Richard W. Young
29962,Cheryl  Roberts
29963,Martha  Speranza
29964,J.D.  Kim
29965,Ted  O'Brien
29966,Richard E. Burke
29967,David Paul  Garland
29968,Peterson A Vazquez
29969,Michele E. Draves
2997,Gardiner Bond Campaign A Project Of The Conservation Campaign
29970,Andrew P. Langdon
29971,Yen S. Chou
29972,James A. Miller
29973,Mindy  Meyer
29974,David J. Sussman
29975,Tanika  Inlaw
29976,Mayra S. Linares
29977,Felix J Catena
29978,Mark J Levy
29979,Richard E. Stiek
2998,Merrick Bellmore Democratic Club
29980,Robin  Andrews
29981,Christopher W. Eachus
29982,Jelani  Mashariki
29983,Jose  Cruz
29984,Debra A. James
29985,James W. Blake
29986,David J. Dipietro
29987,Kevin P. Gaughan
29988,Madelyn C. Thorne
29989,"Peter A. Lavenia, Jr."
2999,Central Oyster Bay Democratic Club
29990,Adam R. Bermudez
29991,Martha  Flores-Vazquez
29992,Joseph T. Gravagna
29993,John J. Leo
29994,Thomas M. Greco
29995,Melanie  Hidalgo
29996,Monique  Hardial-Swaby
29997,Dawn M. Jimenez Salta
29998,Philip M Boyle
29999,Charles M. Gilbert
3,Atayan For Assembly
30,United Pilots New York Pac
300,Westchester County Conservative Party Housekeeping
3000,Committee To Elect Tom Buckel
30000,Daniel J. Brown
30001,Andrew R Garbarino
30002,Chad A Lupinacci
30003,Jesse A. Safer
30004,Samuel J. Gonzalez
30005,Leonard D Steinman
30006,Daniel J. Humiston
30007,Thomas A. Mccarthy
30008,Gary J Dannunzio
30009,Jeremy  Brandt
3001,Smithtown Cons Pre-Primary Comm
30010,Jim  Coyne
30011,Christopher D. Bodkin
30012,Edward J. Hennessey
30013,Kenneth P. Sherman
30014,Sean M. Ryan
30015,Janis  Castaldi
30016,Carl  Lundgren
30017,Brenda J Mahar
30018,Aron B Wieder
30019,Christine M. Bello
3002,Friends Of Bill Parment
30020,William A Gerard
30021,Jay S Cherlin
30022,David B Wright
30023,Michael F Donnelly
30024,Elizabeth  Perri
30025,Juan D Reyes
30026,Joseph E Tiraco
30027,Deborah J. Mc Kee
30028,Victor E Salamone
30029,Rashad  Cureton
3003,New York League Of Conservation Voters Political Action Committee
30030,David S Glover
30031,Franklin  Chidi Oleh
30032,Janelle  King
30033,Eduardo  Ramirez
30034,Richard  Soto
30035,Ana  Sanchez
